app_id,app_name,category,genres,current_ver
1621,Build a Bridge,Family,Puzzle,2.1.1
1622,Buildcom - Shop Home Improvement & Expert Advice,House_And_Home,House & Home,3.7.1
1623,Builder Craft House Building & Exploration,Family,Simulation,1.3
1624,Builder by Engineerai,Productivity,Productivity,1.2-Release
1625,Bukalapak - Buy and Sell Online,Shopping,Shopping,4.26.7
1626,Bulgarian French Dictionary Fr,Books_And_Reference,Books & Reference,2.96
1627,Bullet - FN Theme,Personalization,Personalization,1.0
1628,Bullet Force,Game,Action,1.40
1629,Bullshit Free,Game,Card,1.1
1630,Bullshite,Game,Card,1.0.1
1631,Bunny Skater,Game,Adventure,1.5
1632,Burger King Foot Lettuce,Family,Entertainment,1.07
1633,Burger King Italia,Lifestyle,Lifestyle,2.3.6
1634,Burn Your Fat With Me FG,Health_And_Fitness,Health & Fitness,5.1.0
1635,Burnley FC,Sports,Sports,2018.8.1
1636,Burrito Bash  We Bare Bears,Family,ArcadeAction & Adventure,3.4
1637,Bus Driver 3D Hill Station,Family,Simulation,1.7
1638,Bus Rush Subway Edition,Game,Action,1.15.2
1639,Buscap - Offers and discounts,Shopping,Shopping,4.7.5
1640,Business Calendar 2,Productivity,Productivity,2.30.1
1641,Business Intelligence & Data,Family,Education,1.0
1642,Business Mitra BM,Business,Business,1.11.1prod
1643,Butterfly Live Wallpaper,Personalization,Personalization,4.1
1644,Butterfly Pixel Art - coloring by number,Family,Entertainment,1.06
1645,Buttocks and Abdomen,Health_And_Fitness,Health & Fitness,1.08
1646,Buying a house selling a house renting a house,House_And_Home,House & Home,v3.1.1
1647,Buzz Launcher-Smart&Free Theme,Personalization,Personalization,1.9.7.07
1648,BuzzFeed News Tasty Quizzes,News_And_Magazines,News & Magazines,5.38
1649,Bw Events,Events,Events,1.0
1650,Bx Access 4d,Tools,Tools,2.2.1
1651,Bx Thailand Alert Bitcoin,Finance,Finance,1.0.2
1652,Bx-WiFi-GI,Video_Players,Video Players & Editors,1.3.6
1653,BxPort - Bitcoin Bx Thailand,Finance,Finance,1.0.4
1654,C B Patel Health Club,Health_And_Fitness,Health & Fitness,1.0.1
1655,C BG,Books_And_Reference,Books & Reference,250
1656,C BOOK-C PROGRAMS,Family,Education,1.0
1657,C Examples,Family,Education,3.9
1658,C Functions,Family,Education,1.0
1659,C I Patel School,Family,Education,1.3
1660,C J Academy,Family,Education,1.0
1661,C Locker Pro,Personalization,Personalization,8.3.4
1662,C Offline Tutorial,Books_And_Reference,Books & Reference,1.0.1
1663,C Pattern Programs Free,Family,Education,7.1.0
1664,C Programming,Education,Education,2.0
1665,C Programming - Learn Code Theory & Discuss,Family,Education,3.2.8
1666,C Programming Zone,Family,Education,3.0
1667,C Programs Handbook,Books_And_Reference,Books & Reference,2.2.3.3
1668,C Programs and Reference,Books_And_Reference,Books & Reference,2.2
1669,C Prowess,Family,Education,1.2
1670,C Tutorials,Education,Education,1.1
1671,C W Browser,Communication,Communication,1.0
1672,C by GE,Lifestyle,Lifestyle,4.1.07
1673,C-E Federal Credit Union,Finance,Finance,3.0.6
1674,C-SPAN Radio,Family,Entertainment,4.3.2
1675,C3-C4-PCASSO-ELYSEE RACNG,Game,Arcade,101
1676,CA Auth ID,Tools,Tools,2.2.1
1677,CA CS Network,Family,Education,1.0
1678,CA Case Management,Business,Business,1.0.1
1679,CA Clarity Mobile Time Manager,Business,Business,2.0
1680,CA DMV,Tools,Tools,4.0
1681,CA Latam Partners,Business,Business,1.1.2
1682,CA Laws 2018 California Laws and Codes,Books_And_Reference,Books & Reference,1.17
1683,CA Lottery Official App,Family,Entertainment,3.0.2
1684,CA Mobile Authenticator,Business,Business,1.0.0
1685,CA Mobile OTP,Tools,Tools,2.3.5
1686,CA Service Management,Business,Business,3.1.13
1687,CA Speakers,Lifestyle,Lifestyle,1.0
1688,CA Speakers Free,Lifestyle,Lifestyle,1.6
1689,CA Technologies,Family,Puzzle,1.093
1690,CA UIM Mobile,Business,Business,8.4.1
1691,CA World 17,Productivity,Productivity,7.17.2.0
1692,CABLE SIZE CALCULATOR BS 7671,Tools,Tools,2.4
1693,CALCU Stylish Calculator Free,Tools,Tools,3.5.6
1694,CALIOPE EU Air Quality,Health_And_Fitness,Health & Fitness,1.1.2
1695,CAM5678 Video Chat,Dating,Dating,5.5.8
1696,CAPTCHA Pack for Sleep as Android,Lifestyle,Lifestyle,1.3
1697,CARDI B WALLPAPERS,Personalization,Personalization,3.1
1698,CARDIAC CT TECHNIQUE,Medical,Medical,2.0
1699,CARSbg,Auto_And_Vehicles,Auto & Vehicles,1.1.3
1700,CASE K-12 Math English Science,Family,Education,1.0
1701,CB Background - Free HD Wallpaper Images,Personalization,Personalization,3.1.0
1702,CB Bank Mobile Banking,Finance,Finance,13.0
1703,CB Edits PNG & CB Backgrounds,Photography,Photography,1.0.0
1704,CB Fit,Health_And_Fitness,Health & Fitness,4.2.2
1705,CB Frequencies,Tools,Tools,1.0
1706,CB Frequencies FREE,Tools,Tools,2
1707,CB Hair Png - New Hair Png For CB Editing,Photography,Photography,2
1708,CB Heroes,Social,Social,1.2.4
1709,CB Land,Business,Business,6.3.5
1710,CB Martial Arts,Health_And_Fitness,Health & Fitness,1.1.7
1711,CB Mobile,Business,Business,10
1712,CB Mobile Access,Finance,Finance,4.3.6
1713,CB Mobile Biz,Finance,Finance,4.4.1255
1714,CB Mobile GA,Finance,Finance,1.9.1
1715,CB NFC Pendant,Health_And_Fitness,Health & Fitness,1.0.2
1716,CB News,Family,Education,1.2.0
1717,CB On Mobile,Communication,Communication,1.0.5
1718,CB Outdoors,Family,Education,1.200
1719,CB Pay,Finance,Finance,1.8.0
1720,CB Radio Chat - for friends,Communication,Communication,2.6.3
1721,CB Register,Family,Entertainment,1.0
1722,CB SMART LIFE,Tools,Tools,2.4.0
1723,CB STARS,Family,Education,1.0
1724,CB Shop,Shopping,Shopping,1.0.1
1725,CB SmartCAR Monitor,Tools,Tools,4.0
1726,CB TV,Family,Strategy,1.0.0
1727,CB Trader,Finance,Finance,1.6.1
1728,CB Underground,Lifestyle,Lifestyle,1.2
1729,CB VIDEO VISION,Photography,Photography,0.0.2
1730,CB-Mobile Banking,Finance,Finance,4.17.38
1731,CBRadioTab,Tools,Tools,1.0
1732,CBS - Full Episodes & Live TV,Entertainment,Entertainment,4.8.6
1733,CBS News,News_And_Magazines,News & Magazines,3.9.0
1734,CBS Sports Fantasy,Sports,Sports,3.17.03
1735,CCHT PREP,Medical,Medical,1.2
1736,CCP DZ  Fill out a check  Number in letters DZD,Finance,Finance,2018-04-27
1737,CCleaner,Tools,Tools,4.7.0
1738,CD - Teach me ABC English L1,Family,Education,1.0.0
1739,CD 2019 PRO,Auto_And_Vehicles,Auto & Vehicles,1.49
1740,CD CHOICE TUBE,Family,Entertainment,0.0.4
1741,CD COMET,Maps_And_Navigation,Maps & Navigation,4.0
1742,CD Carpe Diem App,Family,Education,2
1743,CD Events,Business,Business,0.9.0
1744,CD JUANITO,Sports,Sports,6.0
1745,CD Library,Productivity,Productivity,5.7.2
1746,CD Live - Club del Deportista,Lifestyle,Lifestyle,4.1
1747,CD Music,Libraries_And_Demo,Libraries & Demo,1.0
1748,CD Padel Mora,Sports,Sports,7.3
1749,CD Romas,Business,Business,2.00.0.3
1750,CD Supply,Business,Business,2.3.2
1751,CD View,Tools,Tools,1.0.180206
1752,CD View Lite,Tools,Tools,1.0.180202
1753,CDL Practice Test 2018 Edition,Auto_And_Vehicles,Auto & Vehicles,1.7
1754,CE AH VLJ,Travel_And_Local,Travel & Local,1.4
1755,CE AR LOG,Lifestyle,Lifestyle,1.0.1
1756,CE BF,Lifestyle,Lifestyle,1.0.1
1757,CE Broker,Family,Education,2.2.0
1758,CE Genius Nurses Edition,Medical,Medical,1.5
1759,CE HPJM 69,News_And_Magazines,News & Magazines,1.0
1760,CE Intelligence,Business,Business,1.1
1761,CE KISIO,Lifestyle,Lifestyle,1.0.1
1762,CE Map - Interactive Conan Exiles Map,Maps_And_Navigation,Maps & Navigation,1.3
1763,CE SODEXO PASS FRANCE,Productivity,Productivity,2.3
1764,CE Smart,Tools,Tools,2.2.0
1765,CE SmartAppcom,Business,Business,102.0.875
1766,CE on the go,Tools,Tools,1.283.0037
1767,CE-SETRAM lAppli,Libraries_And_Demo,Libraries & Demo,1.1.8
1768,CE-STRONG,Family,Education,1.0.4
1769,CEHQ - CE Credits for Nurses,Family,Education,3.0.18
1770,CF,Finance,Finance,1.1
1771,CF Appreciation,Lifestyle,Lifestyle,2.4.78-s
1772,CF Calculator,Lifestyle,Lifestyle,1.0.2
1773,CF Chat Connecting Friends,Communication,Communication,1.4
1774,CF Church,Family,Education,3.8.0
1775,CF Climb,Lifestyle,Lifestyle,3.9.9.2
1776,CF Etowah,Health_And_Fitness,Health & Fitness,4.2.2
1777,CF GeneE,Medical,Medical,5.0.0
1778,CF Invest,Finance,Finance,1.20
1779,CF Life,Family,Education,3.8.0
1780,CF PD,Finance,Finance,1.10
1781,CF Riga,Health_And_Fitness,Health & Fitness,4.2.2
1782,CF SHOP,Lifestyle,Lifestyle,1.8.1
1783,CF SPOT,Health_And_Fitness,Health & Fitness,4.2.2
1784,CF Talenti,Health_And_Fitness,Health & Fitness,4.2.2
1785,CF Themis,Health_And_Fitness,Health & Fitness,3.1.2
1786,CF Townsville,Health_And_Fitness,Health & Fitness,4.2.2
1787,CF cal,Tools,Tools,1.0.6
1788,CF-Bench,Tools,Tools,1.3
1789,CF-Bench Pro,Tools,Tools,1.1
1790,CFlumen,Tools,Tools,3.70
1791,CG - Calendars Add-On,Productivity,Productivity,1.0.1
1792,CG - Chemistry free,Family,Education,1.0
1793,CG - Conference Call Add-On,Productivity,Productivity,1.2
1794,CG 3D Model Viewer view 3D models interactively,Tools,Tools,1.0.4.91
1795,CG BILASPUR CARNIVAL,Events,Events,1.5
1796,CG Backgrounds,Family,Entertainment,8.1
1797,CG Creative Sets 2D3D Artist,News_And_Magazines,News & Magazines,3.1
1798,CG Daily News,News_And_Magazines,News & Magazines,8.2
1799,CG FM,Family,Entertainment,1.0.9
1800,CG Fit Scale,Health_And_Fitness,Health & Fitness,1.1.4
1801,CG Freelancer,News_And_Magazines,News & Magazines,2.0.1
1802,CG JOKES - Copy & Share,Family,Entertainment,1.1
1803,CG Job Alerts,Family,Education,7.2
1804,CG Jobs,Family,Education,1.1
1805,CG Patwari Exam,Family,Education,7.2
1806,CG Prints,Photography,Photography,1.0.5
1807,CG Samanya Gyan,Family,Education,7.2
1808,CG Sanyukt Bharti Pariksha 2018,Family,Education,7.4
1809,CG Shikshak,Family,Education,2.0
1810,CG Shikshak Mitan,Tools,Tools,1.1
1811,CG Smart,Sports,Sports,1.4
1812,CG Vidhansabha Chunav 2018,News_And_Magazines,News & Magazines,8.1
1813,CG Wallpapers,Family,Entertainment,12.1
1814,CG Wizard,Tools,Tools,1.6d
1815,CG Yojna & Jansampark,Family,Education,7.2
1816,CH Kadels,Business,Business,1.0.2
1817,CH info,News_And_Magazines,News & Magazines,6.0.0.12
1818,CHOSEN - EV Smart Charger,Auto_And_Vehicles,Auto & Vehicles,3.4.4
1819,CHRONO TRIGGER Upgrade Ver,Family,Role Playing,2.0.4
1820,CI 174 Gray Icon Pack,Personalization,Personalization,1.1
1821,CI Attendance,Productivity,Productivity,1.0.0
1822,CI CAFETERIAS UBER,Productivity,Productivity,18.6.5
1823,CI Capital - Dynamic,Finance,Finance,1.0.17.0423
1824,CI Crew,Family,Entertainment,0.7
1825,CI Dictionary,Family,Education,1.0
1826,CI MOBI,Family,Education,1.2.1
1827,CI On The Go,News_And_Magazines,News & Magazines,v4.30.0.8
1828,CI SA,Business,Business,1.0.2
1829,CI Screwed - Icon Pack,Personalization,Personalization,1.5
1830,CI Staff App,Lifestyle,Lifestyle,1.0.7
1831,CI Stream,Video_Players,Video Players & Editors,1.0
1832,CI Time,Productivity,Productivity,1.2.392
1833,CI View,Business,Business,2.9
1834,CINE BR,Video_Players,Video Players & Editors,1
1835,CINEMABH,Family,Entertainment,1.2.2
1836,CIRCLE K,Shopping,Shopping,5.9.0
1837,CJ - BR MEMES,Comics,Comics,1.0
1838,CJ Apps,Business,Business,2.1
1839,CJ Auto cole,Family,Education,1.0
1840,CJ Browser - Fast & Private,Communication,Communication,1.0
1841,CJ Camcorder,Video_Players,Video Players & Editors,1.0
1842,CJ DVD Rentals,Communication,Communication,1.0
1843,CJ Fallon eBook Reader,Family,Education,2.2.1
1844,CJ Fitness,Health_And_Fitness,Health & Fitness,4.3.0
1845,CJ Gospel Hour,Social,Social,1.0
1846,CJ IT ApS,Business,Business,1.31.62.109
1847,CJ Infinity,Food_And_Drink,Food & Drink,1.1
1848,CJ Poker Odds Calculator,Game,Card,1.2
1849,CJ SO COOL,Family,Entertainment,1.0
1850,CJ Strike Back,Game,Action,1.0.9
1851,CJ VLC HD Remote  Stream,Video_Players,Video Players & Editors,1.2.4
1852,CJ WOW SHOP,Shopping,Shopping,1.1.1
1853,CJ Wilsons ZoomZoomnation,Productivity,Productivity,3.5.3
1854,CJ the REALTOR,Business,Business,1.0.8
1855,CJS TIRE AND AUTO INC,Productivity,Productivity,1.0.1
1856,CJmall,Shopping,Shopping,6.3.8
1857,CJs Coffee Cafe,Travel_And_Local,Travel & Local,7.5.0
1858,CJs Tire & Automotive,Auto_And_Vehicles,Auto & Vehicles,2.8
1859,CK,Lifestyle,Lifestyle,1.0.12
1860,CK Active,Health_And_Fitness,Health & Fitness,3.0.6
1861,CK Call NEW,Communication,Communication,3.8.8
1862,CK Employee Portal,Business,Business,1.0.1
1863,CK Eorzea Timepiece,Personalization,Personalization,1.1
1864,CK FFXIV Companion,Family,Entertainment,4.3.5
1865,CK Life,Health_And_Fitness,Health & Fitness,2.0.0
1866,CK Multimedia - Gaming Accessories,Shopping,Shopping,1.5
1867,CK Pharmacies,Health_And_Fitness,Health & Fitness,7.4.8
1868,CK SKILLZ,Health_And_Fitness,Health & Fitness,1.1.7
1869,CK Shop,Tools,Tools,1.1
1870,CK-12 Physics Simulations,Family,EducationEducation,1.0.7
1871,CK-12 Practice Math & Science,Family,EducationEducation,3.8.0.251918
1872,CKZ ORIGINS,Game,Action,2.0.1
1873,CL 2NE1 Wallpaper KPOP Fans HD,Personalization,Personalization,1.1.1
1874,CL 2ne1 Wallpaper KPOP Fans All,Personalization,Personalization,1.1.1
1875,CL 2ne1 Wallpaper KPOP HD Best,Personalization,Personalization,1.1.1
1876,CL 2ne1 Wallpaper KPOP UHD Fans,Personalization,Personalization,1.1.1
1877,CL Clock,Business,Business,1.0
1878,CL Keyboard - Myanmar Keyboard No Ads,Tools,Tools,1.1.3
1879,CL Mobile - Classifieds for Craigslist,Shopping,Shopping,27500000
1880,CL Mobile Pro - Classifieds for Craigslist,Shopping,Shopping,48
1881,CL Notifier,Tools,Tools,1.0
1882,CL Pebble Apps,Lifestyle,Lifestyle,3.5
1883,CL Pro App for Craigslist,Shopping,Shopping,CL Pro for Craigslist - Canada 150
1884,CL Pro Client for Craigslist,Shopping,Shopping,Bowser4Craigslist
1885,CL REPL,Tools,Tools,1.0.19
1886,CL Reader for CraigslistFor sale jobs rental,Tools,Tools,1.9
1887,CL Strength,Health_And_Fitness,Health & Fitness,CL Strength 7.12.1
1888,CL e-bank,Finance,Finance,1.5.5
1889,CL-App,Medical,Medical,1.1
1890,CL-Customer Care,Health_And_Fitness,Health & Fitness,1.3
1891,CL-Phlebotomist,Medical,Medical,1.0.23
1892,CM AppLock,Tools,Tools,2.0.0
1893,CM AppLock Fingerprint 2018,Tools,Tools,4.0.4
1894,CM Apps,Tools,Tools,4.5
1895,CM Browser - Ad Blocker  Fast Download  Privacy,Communication,Communication,5.22.18.0006
1896,CM FILE MANAGER Pro,Business,Business,1.16.9
1897,CM Flashlight Compass SOS,Tools,Tools,1.4.0
1898,CM Launcher 3D - Theme Wallpapers Efficient,Personalization,Personalization,5.41.0
1899,CM Launcher 3D Pro,Personalization,Personalization,1.0.9
1900,CM Launcher Default Theme,Personalization,Personalization,1.1.1
1901,CM S Pen Add-onROOT,Tools,Tools,1.0.9
1902,CM Secure Browser Authorized,Tools,Tools,1.1.6
1903,CM Security Lite - Antivirus,Tools,Tools,1.0.2
1904,CM Security Open VPN - Free fast unlimited proxy,Tools,Tools,1.6.2
1905,CM Transfer - Share any files with friends nearby,Communication,Communication,2.0.7.0014
1906,CMB Free Dating App,Dating,Dating,4.19.0.2320
1907,CN Resident,Family,Entertainment,40.10
1908,CN Sayin - Cartoon Network,Family,Entertainment,1.22
1909,CN Summer Challenge,Family,EntertainmentBrain Games,1.1
1910,CN Superstar Soccer Goal,Family,SportsAction & Adventure,1.1.1
1911,CN TV Canal 3 - Cable Netword,Family,Entertainment,2.0
1912,CNN Breaking US & World News,News_And_Magazines,News & Magazines,5.17
1913,CNY Slots  Gong Xi Fa Cai,Game,Casino,1.2
1914,CO CASE Events,Family,Education,1.3
1915,COMSATS BOOK STORE FOR BSCS,Family,Education,2.0
1916,CONNECT The Mobile CX Summit,Productivity,Productivity,7.18.0.0
1917,CONTRACT KILLER ZOMBIES,Game,Action,1.1.0
1918,CONTRACT KILLER ZOMBIES NR,Game,Action,3.1.0
1919,COOKING MAMA Lets Cook,Family,EducationalPretend Play,1.38.0
1920,COPD GOLD 2017,Medical,Medical,1.0
1921,CP Brown English-Telugu Dictionary,Family,Education,3.0
1922,CP CERVANTES TOBARRA,Social,Social,8.2
1923,CP Calculator,Family,Entertainment,3.21
1924,CP Calculator - Poke Go Calc,Family,Entertainment,1.1
1925,CP Channel,Family,Education,1.1.0
1926,CP Clicker,Lifestyle,Lifestyle,3.3.003
1927,CP Cloud,Business,Business,2.5
1928,CP Connect 20,Productivity,Productivity,3.9.4
1929,CP Creepypasta,Family,Entertainment,1.0.2
1930,CP Dialer,Social,Social,2.9.0
1931,CP Federal Mobile,Finance,Finance,7.0.7-qa003-prod
1932,CP HAPPS - Pittsburgh Events,Lifestyle,Lifestyle,1.18.10
1933,CP Installer App,Business,Business,5.1.1
1934,CP Parquet,Lifestyle,Lifestyle,1.0.2
1935,CP Plus Showcase,Business,Business,1.0.4
1936,CP RACING 2 FREE,Family,Simulation,3
1937,CP Smart Check List,Personalization,Personalization,0.0.1
1938,CP Surprise,Lifestyle,Lifestyle,4.4.2
1939,CP ToolBox,Business,Business,1.9.3
1940,CP Trivia,Game,Trivia,0.99
1941,CP evolution calculator Pokemo,Family,Educational,1.3
1942,CP-Care Mobile,Family,Education,1
1943,CPU-Z,Tools,Tools,1.26
1944,CPlus for Craigslist - Officially Licensed,Lifestyle,Lifestyle,1.6.4
1945,CQ,News_And_Magazines,News & Magazines,1.0.11
1946,CQ ESPM,Business,Business,1.0.1
1947,CQ Electrical Group,Productivity,Productivity,1.0.0
1948,CQ Hotels,Travel_And_Local,Travel & Local,5.4.13
1949,CQ Key,Tools,Tools,1.03
1950,CQ Lost In Transmission,Game,Action,1.1
1951,CQ SIGNAL PRO 5,Finance,Finance,4.0
1952,CQ Ukraine,Productivity,Productivity,1.17.0
1953,CQ-Alert,Communication,Communication,5.5.0
1954,CQ-Mobile,Communication,Communication,5.5.0
1955,CR & CoC Private Server - Clash Barbarians PRO,Family,Entertainment,Gratis
1956,CR -Call Recorder,Tools,Tools,2.0
1957,CR Best Decks,Family,Strategy,1.03
1958,CR Blue Icon Pack,Personalization,Personalization,1.03
1959,CR Calculator,Tools,Tools,2.2
1960,CR Family,Family,Education,1.0.0
1961,CR Fans Mazos Clanes y Grupos,Family,Entertainment,1.0.7
1962,CR Magazine,Business,Business,2.4.2
1963,CR Monitor,Auto_And_Vehicles,Auto & Vehicles,1.0
1964,CR Tracker for Chests,Tools,Tools,1.0.2
1965,CR-Red,Personalization,Personalization,1.05
1966,CR-V Service Manual,Auto_And_Vehicles,Auto & Vehicles,1.2
1967,CS,Business,Business,Release 1.0
1968,CS & IT Interview Questions,Family,Education,1.1
1969,CS Browser  1 & BEST BROWSER,Communication,Communication,2.0
1970,CS Browser Beta,Communication,Communication,60.0.3112.3046279
1971,CS Customizer,Communication,Communication,1.2.11
1972,CS Interview FAQs,Family,Education,1.13
1973,CS Interview Questions TechQ,Family,Education,1.5
1974,CS Lewis Daily Quotes,Lifestyle,Lifestyle,1.0.1
1975,CS go bomb simulator,Family,Casual,1.01
1976,CS-Touch,Family,Education,3.6
1977,CS16Client,Game,Action,1.33
1978,CSCS BG,Family,Education,1.0
1979,CSHS BX,Family,Education,1.0.5.170418-cardspl
1980,CT - DTC Lookup,Tools,Tools,3
1981,CT Abdomen,Family,Education,1.0
1982,CT Abdomen Pelvis,Medical,Medical,2.0
1983,CT Brain Interpretation,Family,Education,5.0.16
1984,CT CONNECT,Productivity,Productivity,8.2.1
1985,CT Cervical Spine,Medical,Medical,2.0
1986,CT Checkout,Finance,Finance,1.2
1987,CT Head Basic Interpretation,Family,Education,1.0.1
1988,CT Lottery,Family,Entertainment,1.2.0
1989,CT MyChiroTown Mobile,Medical,Medical,4.1.0
1990,CT Neck,Medical,Medical,2.0
1991,CT POSITIONING,Medical,Medical,2.0
1992,CT Prepares,News_And_Magazines,News & Magazines,1.0.3
1993,CT Pulmonary Angiography,Medical,Medical,1.0
1994,CT Scan Cross Sectional Anatomy,Medical,Medical,5.0.16
1995,CT Scan Generations,Family,Education,1.0
1996,CT Scan Viewer 3D,Medical,Medical,1.0
1997,CT Sessions,Medical,Medical,2.2
1998,CT and XR Dose Calculator,Medical,Medical,2014.01
1999,CT-Guide & Positioning,Family,Education,1.5
2000,CT-REMOTE,Game,Action,1.4
2001,CT-Stream Player,Family,Entertainment,3.4
2002,CTRL-F - Search the real world,Productivity,Productivity,1.1
2003,CU SoCal Mobile Banking,Finance,Finance,4.6.68
2004,CU UPI Payments Chat & Call,Finance,Finance,1.0.95
2005,CU of Colorado Mobile Banking,Finance,Finance,4.11.100
2006,CURSUM B,Game,Racing,1.0.0
2007,CV Builder,Business,Business,2.2.1.0
2008,CV Builder for Smart Resumes,Business,Business,1.9
2009,CV Creator,Family,Education,1.2.1
2010,CV Curriculum Vitae  Resume Maker,Business,Business,1.1
2011,CV EXAMPLES,Business,Business,11.0
2012,CV Engineer - Free Resume Maker & CV Templates,Business,Business,3.5.3
2013,CV Examples 2018,Family,Education,4.0
2014,CV Formats 2018,Family,Education,1.0
2015,CV Maker,Personalization,Personalization,1.02
2016,CV Maker Pro,Business,Business,3.4.3
2017,CV Maker for Job ApplicationsPhoto Resume Builder,Tools,Tools,1.5
2018,CV S  CV Editor - Resume,Business,Business,5.1.14
2019,CV Samples 2018,Business,Business,1.0
2020,CV Templates 2018,Family,Education,1.1
2021,CV maker for Job Applications and Resume Maker,Tools,Tools,1.1
2022,CV-Library Job Search,Business,Business,6.8.0
2023,CV-RECORD Pro,Communication,Communication,1.0.5
2024,CVRIA,Business,Business,1.1.10
2025,CVS Caremark,Medical,Medical,4.36
2026,CW BLE Peripheral Simulator,Communication,Communication,1.0
2027,CW Beacon for Ham Radio,Communication,Communication,KM
2028,CW Bluetooth SPP,Communication,Communication,1.2
2029,CW Deposit,Business,Business,2.1.5
2030,CW Mobile,Family,Education,3.3.99
2031,CW Nuclear,Books_And_Reference,Books & Reference,1.2
2032,CW Ringtone Morse Code generator,Communication,Communication,1.0.2
2033,CW Seed,Entertainment,Entertainment,1.16
2034,CW Studio,Communication,Communication,1.2
2035,CW TV,News_And_Magazines,News & Magazines,1.7
2036,CWT To Go,Travel_And_Local,Travel & Local,17.7.8
2037,CX Capture,Business,Business,v1.2.2
2038,CX Carrier Lite,Business,Business,1.0
2039,CX Elevated,Business,Business,1.0
2040,CX Monthly Tech News,Video_Players,Video Players & Editors,6.1.0
2041,CX Network,Business,Business,1.3.1
2042,CX North America,Business,Business,1.2
2043,CX Ram Booster,Tools,Tools,1.0
2044,CX Summit,Productivity,Productivity,7.12.0.1
2045,CX watcher,Family,Casual,1.5_6
2046,CX-10DS,Family,Casual,1.5_6
2047,CX-10WiFi,Family,Casual,2.5_16
2048,CX-17WIFI,Family,Entertainment,2.3
2049,CX-37,Family,Casual,1.3_4
2050,CX-40,Family,Entertainment,3.0
2051,CX-41,Lifestyle,Lifestyle,3.0
2052,CX-42,Family,Casual,1.2_3
2053,CX-60,Family,Casual,1.6
2054,CX-95WIFI,Lifestyle,Lifestyle,2.1
2055,CX-OF,Family,Entertainment,7.2.1
2056,CX-WiFi720P,Family,Entertainment,2.0
2057,CX_WiFiUFO,Sports,Sports,4.4_23
2058,CXmodel-ufo,Family,Entertainment,2.1
2059,CY Digital Net,Shopping,Shopping,2.0.0
2060,CY Konum,Personalization,Personalization,3.0
2061,CY Spray nozzle,Books_And_Reference,Books & Reference,1.01.00
2062,CYANOGEN GO Launcher EX Theme,Personalization,Personalization,1.38
2063,CYANOGEN Rent buy an apartment a room a cottage 3,House_And_Home,House & Home,2.51.0
2064,CYME - real time gps tracker,Maps_And_Navigation,Maps & Navigation,1.08
2065,CYSEND Online Top Up,Finance,Finance,4.5.6
2066,CZ File Manager,Tools,Tools,3.2.3
2067,CZ Kompas,Tools,Tools,1.1
2068,CZ-27 pistol explained,Books_And_Reference,Books & Reference,Android 3.0 - 2015
2069,CZ-38 vz 38 pistol explained,Books_And_Reference,Books & Reference,Android 3.1 - 2017
2070,CZ-45 pistol explained,Books_And_Reference,Books & Reference,Android 3.1 - 2015
2071,CZ-52 pistol explained,Books_And_Reference,Books & Reference,Android 3.0 - 2015
2072,CZ-70 CZ-50 pistol explained,Books_And_Reference,Books & Reference,Android 2.1 - 2015
2073,CZ-Cyberon Voice Commander,Tools,Tools,3.2.17030601
2074,CZ-Help,Books_And_Reference,Books & Reference,0.1
2075,CZ-USA,Lifestyle,Lifestyle,1.0.2
2076,Cache Cleaner-DU Speed Booster booster & cleaner,Tools,Tools,3.1.2
2077,Cacique CF,Sports,Sports,01e
2078,Caf - My Account,Lifestyle,Lifestyle,1.1.1
2079,Cafeba,News_And_Magazines,News & Magazines,5.5.2
2080,Cake Shop - Kids Cooking,Family,CasualPretend Play,2.1.3181
2081,Cal - Google Calendar  Widget,Productivity,Productivity,1.1.7
2082,Calcium Pro,Medical,Medical,1.6.2
2083,Calculate My IQ,Family,Entertainment,1.0
2084,Calculator,Dating,Dating,1.1.6
2085,Calculator - free calculator multi calculator app,Tools,Tools,v8.0.1.8.0629.1
2086,Calculator CM,Tools,Tools,1.0
2087,Calculator Fn,Tools,Tools,1.4
2088,Calculator L,Productivity,Productivity,1.1.3
2089,Calculator with Percent Free,Tools,Tools,32.1
2090,Calcy IV,Tools,Tools,2.51f
2091,Calendar Schedule Planner App,Productivity,Productivity,1.07.59
2092,Calendar Widget Month  Agenda,Productivity,Productivity,1.26.2
2093,Calendars En Bn Ar,Productivity,Productivity,1.2.3
2094,California Cameras - Traffic,Travel_And_Local,Travel & Local,6.3.4
2095,California Cop Assist CA Cop,Productivity,Productivity,1.3
2096,Call Blocker,Business,Business,1.1.13
2097,Call Blocker & Blacklist,Communication,Communication,3.1.0
2098,Call Blocker - Blacklist SMS Blocker,Communication,Communication,10.0.0
2099,Call Control - Call Blocker,Communication,Communication,2.17.3
2100,Call Free  Free Call,Communication,Communication,1.3.4
2101,Call Recorder,Libraries_And_Demo,Libraries & Demo,1.7.2.10
2102,Call of Duty Heroes,Game,Action,4.8.0
2103,Call of DutyBlack Ops Zombies,Game,Action,1.0.11
2104,Call of Mini Dino Hunter,Game,Action,3.1.7
2105,Call of Mini Zombies 2,Game,Arcade,2.1.3
2106,CallApp Caller ID Blocker & Phone Call Recorder,Communication,Communication,1.286
2107,Caller ID,Communication,Communication,5.28.0
2108,Caller ID & Call Block - DU Caller,Communication,Communication,4.0.8
